0,-0.0115402019001644,0.00482002744014238,0.0786999946669612,0.00385235467429206,0.00821145410759201,-0.00711135605228499,0.296537415834522,0.62915808764976,-0.553105470733277
0.005,-0.0115253692988928,0.00485200921369122,0.0786733270817651,0.00385235467429206,0.00821145410759201,-0.00711135605228499,0.296537415834522,0.62915808764976,-0.553105470733277
0.01,-0.0115016783534215,0.0049021419812183,0.0786288811064383,0.00681772883263729,0.0145030349840896,-0.0126424107596178,0.784204785210151,1.66937228976116,-1.45190186067485
0.015,-0.0114571920105665,0.00499703956353212,0.0785469029741689,0.0116944025263936,0.0249051770052036,-0.0216303746590335,1.09447605139641,2.32561184565367,-2.03463798162598
0.02,-0.0113847343281575,0.00515119375127034,0.078412577359848,0.0177624893466014,0.0377591534406263,-0.0329887905758776,1.2915571256315,2.73473432378717,-2.41983643445809
0.025,-0.0112795671171004,0.00537463109793838,0.0782170150684102,0.0246099737827086,0.0522525202430752,-0.0458287390036144,1.41539099799066,2.99942230462598,-2.64700475279497
0.03,-0.0111386345903305,0.00567371895370109,0.0779542899698118,0.031916399326508,0.0677533764868861,-0.0594588381038273,1.4918429794071,3.16384475041064,-2.78528112047829
0.035,-0.0109604031238354,0.00605216486280724,0.0776224266873719,0.0395284035767796,0.0838909677471816,-0.0736815502083973,1.53453231063581,3.24460574605686,-2.8840499545378
0.04,-0.0107433505545627,0.00651262863117291,0.0772174744677279,0.0472617224328661,0.100199433947455,-0.0882993376492053,1.55581967145179,3.27974755221647,-2.94331125497351
0.045,-0.0104877858995067,0.00705415920228179,0.0767394333108798,0.0550866002912976,0.116688443269346,-0.103114662758132,1.57561925209427,3.3153727674581,-2.99269567200327
0.05,-0.0101924845516497,0.00767951306386637,0.0761863278401465,0.0630179149538089,0.133353161622036,-0.118226294369238,1.5861483229055,3.32246628721088,-3.04208008903302
0.055,-0.00985760674996862,0.00838769081850214,0.0755571703671874,0.0709480835203526,0.149913106141455,-0.133535463648463,1.5844313235385,3.30199492963888,-3.07171073925088
0.06,-0.00948300371644616,0.00917864412528092,0.0748509732036619,0.0788622281891938,0.166373110918425,-0.148943401761747,1.58580449411524,3.29103413722983,-3.10134138946873
0.065,-0.00906898446807668,0.0100514219276864,0.07406773634957,0.086806128461505,0.182823447513753,-0.16454887754315,1.58568988451848,3.28055675390281,-3.12109515628064
0.07,-0.00861494243183111,0.0110068786004185,0.0732054844282304,0.0947191270343786,0.199178678457453,-0.180154353324553,1.57939493503422,3.25105824024989,-3.14084892309254
0.075,-0.00812179319773289,0.0120432087122609,0.0722661928163244,0.102600077811847,0.215334029916252,-0.195957366774075,1.57298537595321,3.21108234326994,-3.18035645671634
